No,TI024111,TI024114,PI024111,PI024114,PDI024112,FI024117,ZI024113,TI024202,TI024207,TI024208,PI024202,PI024207,PI024208,FI024202,FI024208,TI024301,PI02001A,FI02001A,SI0201,TIA024500A,TIA024501A,TIA024502A,TIA024503A,TIA024504A,TIA024505A,TIA024506A,TIA024507A,TIA024508A,TIA024509A,TIA024510A,TIA024511A,TIA024512A,TIA024513A,TIA024514A,TIA024515A,VIA024502X,VIA024502Y,VIA024503X,VIA024503Y,VIA024506X,VIA024506Y,VIA024507X,VIA024507Y,VIA024508X,VIA024508Y,VIA024511X,VIA024511Y,VIA024514X,VIA024514Y,VIA024515X,VIA024515Y,ZIA024503A,ZIA024503B,ZIA024504A,ZIA024504B,ZIA024512A,ZIA024512B,K024504,K024515,II024501,II024502,SI024402,SI024403,SI024404,SI024405,SI024406
3719,14.86,87.16,95.45,0.61,7.66,203105.4,44.14,4600,300,30.86,0.59,6.77,6.78,142762.4,70815.15,57.5,9.16,3.47,4601,71.89,55.15,70.75,51.6,63.65,57.68,53.06,69.25,56.36,81.48,53.17,56.65,52.88,53.76,80.53,57.61,34.87,50.66,59.76,66.09,7.25,10.12,9.74,8.98,9.24,13.78,16.7,19.39,25.82,24.83,16.36,20.31,-0.3,-0.3,-0.4,-0.4,0.27,0.29,11579.81,4613.39,0,0,4600,4600,4600,4601,4600
3720,15.75,87.38,95.48,0.61,7.43,204296.9,43.56,4601,300,31.03,0.59,6.79,6.8,136858.6,75938.06,57.35,9.24,0,4601,71.89,55.33,70.79,51.53,63.76,57.53,53.25,69.03,56.47,81.45,53.17,56.54,53.06,53.91,80.97,57.64,36.2,49.33,65.08,61.14,7.06,10.5,9.17,8.6,9.24,13.21,16.51,19.2,26.41,22.86,16.16,21.89,-0.3,-0.3,-0.4,-0.4,0.27,0.29,11584.81,4622.93,0,0,4601,4601,4601,4601,4601
3721,15.06,86.17,95.42,0.61,7.46,204315.1,43.58,4599,300,30.81,0.59,6.77,6.78,143071.5,74522.73,57.17,9.14,3.52,4598,71.78,55.26,70.39,51.53,63.72,57.9,53.14,69.1,56.47,81.48,53.17,56.54,52.92,53.61,80.49,57.61,36.2,51.04,56.52,62.85,7.45,11.07,9.36,8.98,8.87,11.89,16.51,19.2,26.6,23.06,14.39,20.11,-0.3,-0.3,-0.4,-0.4,0.27,0.29,11567.52,4595.87,0,0,4599,4599,4598,4599,4599
3722,14.82,86.06,95.36,0.61,7.47,204804.8,47.34,4602,300,30.88,0.59,6.74,6.75,141427.1,69420.78,57.35,8.82,3.46,4603,71.7,55.3,70.9,51.49,63.72,57.86,53.1,69.07,56.51,81.78,53.14,56.43,53.03,53.76,80.38,57.64,36.2,50.28,56.33,66.09,7.25,10.31,8.79,9.17,9.05,13.78,16.9,19.39,27.2,23.45,14.78,22.08,-0.3,-0.31,-0.4,-0.4,0.27,0.28,11561.53,4602.14,0,0,4602,4602,4602,4603,4602
3723,15.1,86.98,95.39,0.61,7.51,205069.9,41.92,4605,288.14,30.71,0.59,6.76,6.77,140642.7,73617.52,57.2,8.99,3.5,4606,71.78,55.37,70.5,51.6,63.61,57.46,53.25,69.1,56.47,81.26,53.1,56.58,53.03,53.83,80.86,57.5,36.01,51.8,60.52,65.9,7.06,10.12,9.55,9.17,8.87,12.27,16.7,18.81,18.92,21.68,15.96,19.32,-0.3,-0.3,-0.4,-0.4,0.28,0.3,11576.21,4583.7,0,0,4605,4606,4605,4606,4606
3724,14.69,87.27,95.39,0.61,7.13,208811.6,41.9,4606,261.91,30.81,0.59,6.76,6.76,141166.7,76886.92,57.35,8.95,0,4606,71.74,55.19,70.57,51.64,63.87,57.46,53.17,69.18,56.4,81.52,53.14,56.43,53.14,53.8,81.37,57.57,35.44,50.09,63.18,67.23,7.06,10.12,9.17,8.79,9.24,13.02,16.51,19.39,24.24,21.09,13.01,17.75,-0.3,-0.3,-0.4,-0.4,0.27,0.29,11557.8,4614.08,0,0,4606,4606,4606,4606,4606
3725,14.11,87.27,95.36,0.61,7.41,209662.3,43.14,4606,239.14,30.66,0.59,6.79,6.8,136710.4,71362.38,57.09,8.94,3.56,4607,71.81,55.33,70.64,51.67,63.79,57.35,53.06,69.21,56.43,81.52,53.21,56.51,53.21,53.76,81.04,57.53,36.78,51.04,57.85,67.23,7.06,10.12,9.74,8.02,9.05,12.08,16.7,19.01,27.39,24.04,15.96,23.27,-0.3,-0.31,-0.4,-0.4,0.27,0.29,11533.83,4608.28,0,0,4606,4606,4606,4607,4606
3726,13.25,87.2,95.42,0.61,7.42,215461.9,43.12,4627,300,30.81,0.59,6.74,6.74,144908.1,76011.98,57.31,9.06,3.5,4628,71.78,55.23,70.57,51.49,63.79,57.94,53.25,69.18,56.32,81.74,53.1,56.4,53.17,53.8,80.93,57.46,35.82,51.23,52.9,70.47,7.06,10.69,9.55,8.79,8.87,11.51,16.7,18.81,21.09,23.84,15.57,21.69,-0.31,-0.31,-0.4,-0.4,0.28,0.29,11580.42,4605.35,0,0,4627,4627,4628,4627,4627
3727,13.63,86.28,95.33,0.62,7.29,227466.2,49.07,4607,261.62,30.62,0.59,6.77,6.78,143530.1,70213.42,57.2,8.5,3.53,4606,71.78,55.19,71.12,51.34,63.72,58.04,52.88,69.14,56.32,81.7,53.06,56.4,53.25,53.72,80.2,57.53,37.16,50.47,58.8,65.14,7.25,10.12,9.17,8.6,9.24,12.27,16.9,18.81,23.85,18.52,15.18,20.51,-0.31,-0.31,-0.4,-0.4,0.26,0.29,11547.75,4602.27,0,0,4607,4606,4606,4607,4607
3728,13.53,87.01,95.48,0.61,7.54,208675,41.92,4606,247.93,30.79,0.59,6.77,6.77,145055.4,76266.3,57.06,9.04,0,4606,71.78,55.19,70.31,51.6,63.65,57.5,52.99,69.25,56.32,81.59,53.1,56.43,53.17,53.61,80.9,57.5,37.35,52.18,52.71,60.95,6.87,10.12,9.36,9.36,9.24,12.84,16.7,19.2,27.98,18.72,13.8,20.11,-0.3,-0.31,-0.4,-0.4,0.27,0.3,11551.8,4603.78,0,0,4606,4605,4606,4605,4606
3729,13.08,86.98,95.51,0.61,7.52,201160.9,42.51,4606,208.01,30.76,0.59,6.77,6.78,146114.2,77750.77,56.91,8.8,3.53,4607,71.89,55.23,70.39,51.6,63.76,57.86,53.06,69.18,56.4,81.81,53.03,56.43,53.21,53.65,80.86,57.5,38.11,50.85,54.43,59.04,7.25,10.31,9.17,8.6,9.43,11.89,16.51,19.39,28.18,20.89,15.77,22.08,-0.3,-0.31,-0.4,-0.4,0.27,0.29,11587.71,4599.06,0,0,4606,4607,4606,4606,4607
3730,13.39,86.94,95.6,0.61,7.66,203448.3,43.14,4604,254.81,30.74,0.59,6.75,6.76,138030.8,73633.2,57.09,8.98,3.5,4603,71.92,55.19,70.5,51.6,63.83,57.61,53.14,68.99,56.43,81.59,53.21,56.51,53.17,53.65,80.68,57.5,36.2,51.04,59.18,64.95,7.06,10.31,9.17,8.79,8.87,12.65,16.51,19.2,27.2,24.04,16.56,20.7,-0.31,-0.31,-0.4,-0.4,0.27,0.29,11574.71,4607.83,0,0,4604,4604,4603,4604,4603
3731,13.63,86.57,95.6,0.61,7.76,212203,43.56,4571,253.42,30.96,0.59,6.76,6.77,143545.9,75073.43,56.98,8.85,3.48,4572,71.85,55.15,70.72,51.6,63.79,58.12,53.14,69.21,56.32,81.52,52.99,56.51,53.21,53.8,80.35,57.5,35.44,51.42,53.86,59.62,7.06,9.93,9.17,8.4,9.24,11.89,16.7,18.62,27.79,19.31,15.96,24.84,-0.31,-0.31,-0.4,-0.4,0.27,0.29,11492.03,4603.24,0,0,4571,4572,4572,4573,4573
3732,13.8,84.19,95.54,0.61,7.61,218347.7,50.32,4601,191.38,30.54,0.59,6.7,6.71,143785.3,72576.77,57.09,8.89,0,4601,71.59,55.23,70.64,51.09,63.57,57.17,52.73,69.18,56.07,81.37,53.03,56.4,52.48,53.39,80.16,57.24,35.44,50.28,55.57,60.19,7.25,10.12,9.55,8.4,8.68,12.46,16.7,19.01,27.79,20.49,16.95,24.45,-0.31,-0.31,-0.39,-0.4,0.28,0.3,11611.54,4609.31,0,0,4601,4601,4600,4600,4600
3733,13.49,87.2,95.6,0.62,7.63,210234.7,43.63,4599,248.22,30.96,0.59,6.75,6.75,143041.4,75048.59,56.98,9.07,3.46,4599,71.7,55.33,70.68,51.49,63.65,57.86,53.25,69.1,56.32,81.52,53.06,56.47,53.25,53.69,80.38,57.72,36.2,50.47,54.24,62.47,7.25,10.31,10.12,9.55,9.43,13.97,16.9,19.39,26.21,22.66,15.37,19.52,-0.31,-0.31,-0.39,-0.4,0.27,0.29,11541.85,4596.13,0,0,4599,4600,4599,4600,4599
3734,13.22,87.12,95.6,0.61,7.6,207987.5,43.63,4600,267.7,30.91,0.59,6.79,6.8,144353.3,72694.61,57.09,9.04,0,4600,71.7,55.19,70.53,51.67,63.83,58.3,53.25,69.25,56.32,81.56,52.99,56.4,53.32,53.69,80.31,57.72,36.59,50.66,57.47,64,7.06,10.12,9.17,8.79,9.05,13.4,16.9,19.77,28.58,22.66,14.39,21.69,-0.31,-0.31,-0.39,-0.4,0.27,0.29,11548.73,4603.7,0,0,4600,4600,4601,4599,4600
3735,13.12,87.05,95.6,0.61,7.63,209329.3,44.31,4632,197.24,30.76,0.59,6.79,6.8,141762.6,73356.22,56.98,8.61,0,4631,71.78,55.26,70.5,51.49,63.83,57.24,53.06,69.14,56.29,81.67,53.06,56.4,53.25,53.72,80.68,57.64,36.2,50.09,53.09,63.42,7.25,10.5,9.36,8.98,9.05,13.02,17.09,19.01,26.21,22.27,15.57,19.52,-0.31,-0.31,-0.39,-0.4,0.27,0.29,11567.54,4587.47,0,0,4632,4632,4632,4632,4632
3736,13.25,86.9,95.54,0.61,7.85,206364,44.24,4613,197.9,30.59,0.59,6.8,6.81,142145.1,77636.14,57.02,8.74,3.47,4613,71.92,55.23,70.53,51.31,63.76,57.68,53.06,69.25,56.36,81.7,53.03,56.47,53.1,53.65,80.86,57.53,36.97,50.85,54.24,65.71,7.64,10.12,9.93,8.6,9.05,13.02,16.7,19.01,22.66,23.06,15.77,20.51,-0.31,-0.31,-0.39,-0.4,0.27,0.29,11573.92,4598.25,0,0,4613,4613,4612,4613,4613
3737,13.25,85.99,95.48,0.61,7.53,210816.2,46.31,4591,240.67,30.76,0.59,6.76,6.77,144267.1,71553.71,56.87,8.95,0,4590,71.78,55.19,70.86,51.53,63.83,57.86,53.06,69.21,56.32,81.59,53.06,56.43,53.36,53.76,79.98,57.53,35.63,51.04,55.38,64.76,7.25,10.12,9.17,8.4,9.43,12.08,16.9,19.2,28.18,25.81,14.59,22.28,-0.31,-0.31,-0.39,-0.4,0.26,0.28,11559.04,4613.86,0,0,4591,4591,4591,4591,4591
3738,13.53,86.17,95.57,0.61,7.73,216251.6,44.68,4589,300,30.66,0.59,6.77,6.78,143880.4,73658.19,57.06,8.72,0,4589,71.7,55.08,70.24,51.56,63.65,57.35,52.99,69.14,56.18,81.34,53.06,56.4,52.33,53.47,80.31,57.61,35.25,52.18,59.95,63.61,7.06,10.31,8.79,9.55,8.87,12.08,17.09,19.39,25.82,25.03,13.8,18.53,-0.31,-0.31,-0.4,-0.4,0.27,0.28,11554.22,4604.16,0,0,4589,4589,4589,4589,4589
3739,13.56,86.21,95.57,0.61,7.85,201833.6,45.7,4565,300,30.62,0.59,6.76,6.77,145064.2,74180.46,57.17,8.95,3.46,4565,71.56,55.15,70.2,51.42,63.61,57.17,52.84,69.21,56.14,81.52,52.81,56.25,51.93,53.47,80.13,57.39,39.25,51.04,54.81,62.66,7.25,9.54,8.98,8.6,8.87,12.27,16.32,18.62,30.35,25.22,14.78,21.49,-0.31,-0.31,-0.4,-0.4,0.27,0.29,11443.09,4562.01,0,0,4565,4565,4565,4565,4564
3740,13.8,86.02,95.63,0.62,7.74,201384.7,46.27,4578,300,30.66,0.59,6.79,6.79,143220.3,72653.59,57.64,8.7,3.46,4578,71.63,55.19,70.53,51.42,63.65,57.06,52.88,69.32,56.18,81.52,52.92,56.43,52.33,53.61,80.35,57.31,35.63,51.8,53.29,64.38,7.06,10.31,9.36,9.36,9.24,12.84,16.51,19.01,29.17,25.81,14.78,19.91,-0.31,-0.31,-0.4,-0.4,0.27,0.29,11481.24,4570.25,0,0,4578,4578,4578,4578,4578
3741,13.49,85.8,95.74,0.62,7.72,209902.7,47,4600,228.3,30.79,0.59,6.75,6.75,143066.8,74322.91,57.39,8.92,0,4601,71.7,55.19,70.9,51.34,63.76,58.12,52.99,68.99,56.32,81.85,52.84,56.43,52.81,53.72,80.42,57.46,34.68,49.52,54.43,65.52,6.87,11.07,8.79,8.98,9.43,12.46,16.7,19.39,30.35,25.62,16.16,18.53,-0.31,-0.31,-0.4,-0.4,0.26,0.28,11506.51,4565.37,0,0,4600,4600,4600,4600,4599
3742,13.59,86.5,95.89,0.62,7.64,214097.8,43.82,4554,241.55,31.06,0.59,6.74,6.75,144882.8,70570.51,57.31,9.07,0,4555,71.92,55.08,70.68,51.45,63.83,57.42,53.14,69.32,56.4,81.78,52.84,56.43,53.28,53.72,80.38,57.72,36.39,50.85,54.81,60.19,8.21,9.93,8.4,8.98,9.62,12.65,16.9,19.01,26.6,25.03,15.37,23.07,-0.31,-0.31,-0.4,-0.4,0.26,0.28,11391.12,4546.7,0,0,4554,4555,4555,4554,4554
3743,14.31,86.5,95.83,0.62,7.52,218173.5,45.14,4612,264.77,30.96,0.59,6.74,6.75,146182.7,75034.09,57.02,8.93,0,4612,71.78,55.3,70.72,51.6,63.65,58.12,53.25,68.92,56.47,81.74,53.28,56.62,53.36,53.8,80.49,57.68,35.25,50.09,55.38,64.19,7.06,10.31,9.36,8.4,9.24,12.27,16.7,19.39,26.6,23.45,14.39,21.49,-0.31,-0.31,-0.4,-0.4,0.27,0.29,11566.64,4604.18,0,0,4612,4612,4612,4612,4612
3744,14.07,86.21,95.83,0.62,7.45,197375.6,45.61,4574,300,31.01,0.59,6.75,6.76,140282,73921.1,56.98,8.87,3.51,4573,71.89,55.23,70.94,51.42,63.76,58.45,53.28,69.03,56.32,81.7,53.1,56.43,53.32,53.91,80.24,57.57,37.35,52.75,53.86,63.04,7.06,10.5,9.17,8.6,9.62,12.84,16.32,19.01,27.39,20.49,14.98,23.27,-0.31,-0.31,-0.4,-0.4,0.26,0.28,11494.16,4586.5,0,0,4574,4574,4573,4574,4574
3745,14.07,85.62,95.92,0.61,7.67,201864.9,45.19,4589,216.87,30.62,0.59,6.76,6.77,141356.1,76704.91,57.13,8.82,3.55,4590,71.74,55.12,70.61,51.34,63.72,57.31,53.1,69.21,56.25,81.74,52.99,56.36,52.99,53.69,80.31,57.46,35.82,50.47,54.24,62.85,7.25,10.31,9.55,8.4,9.24,12.46,16.51,19.01,32.32,19.51,15.77,22.67,-0.31,-0.31,-0.4,-0.4,0.27,0.29,11547.43,4601.73,0,0,4589,4590,4590,4590,4589
3746,14.86,86.79,95.95,0.62,7.52,202685.8,44.48,4623,300,30.62,0.59,6.76,6.77,145792.4,77969.41,57.17,8.78,3.46,4624,71.78,55.19,70.57,51.23,63.76,57.86,53.06,69.32,56.25,81.59,52.95,56.29,53.06,53.58,80.75,57.42,35.25,50.09,54.05,63.04,7.45,10.5,9.36,8.79,9.24,12.08,16.32,18.81,25.62,23.65,15.37,23.07,-0.3,-0.31,-0.4,-0.4,0.27,0.29,11546.25,4575.66,0,0,4623,4624,4624,4623,4623
3747,14.96,86.68,95.92,0.62,7.53,213439.3,44.12,4592,229.69,30.44,0.59,6.75,6.76,144813.3,73922.3,56.87,8.65,3.5,4592,71.74,55.19,70.64,51.38,63.72,56.84,53.06,69.14,56.25,81.52,52.95,56.36,53.03,53.69,81.04,57.35,36.01,49.9,52.71,63.61,7.06,10.31,9.36,8.6,9.05,12.84,16.51,19.01,26.41,23.84,15.96,23.27,-0.3,-0.31,-0.4,-0.4,0.27,0.29,11472.69,4581.49,0,0,4592,4592,4592,4592,4591
3748,15.61,86.17,95.8,0.61,7.66,207215.2,44.58,4597,253.71,30.64,0.59,6.78,6.78,144892.7,71762.67,56.8,8.62,0,4597,71.78,55.26,70.72,51.31,63.68,57.97,52.95,69.29,56.25,81.96,53.03,56.43,52.92,53.5,80.38,57.42,34.87,50.66,53.09,61.33,7.06,9.73,9.36,9.17,9.24,11.7,16.51,19.2,30.55,22.27,15.77,20.7,-0.3,-0.31,-0.4,-0.4,0.27,0.29,11557.49,4600.99,0,0,4597,4597,4597,4596,4597
3749,15.82,86.57,95.71,0.61,7.79,209545.1,45.19,4596,232.62,30.64,0.59,6.76,6.77,142746.3,73255.58,57.5,8.88,0,4596,71.92,55.26,70.83,51.31,63.76,58.19,52.92,69.18,56.21,81.81,53.03,56.32,53.14,53.58,80.24,57.61,36.78,51.42,52.33,63.42,7.06,10.12,8.98,9.36,9.43,11.51,16.7,19.2,26.8,21.68,15.57,23.66,-0.3,-0.3,-0.4,-0.4,0.27,0.29,11540.62,4600.72,0,0,4596,4595,4595,4596,4596
3750,15.06,86.76,95.63,0.61,7.68,213703.5,46.24,4588,249.9,30.66,0.59,6.74,6.74,141521.6,80374.85,57.02,8.96,0,4589,71.85,55.15,70.9,51.27,63.76,57.68,53.06,69.1,56.32,81.78,53.03,56.36,53.21,53.61,79.91,57.46,35.82,50.85,54.81,62.28,7.06,9.93,8.98,8.6,9.43,12.84,16.9,19.58,31.33,18.13,15.77,22.87,-0.3,-0.31,-0.39,-0.4,0.26,0.28,11516.38,4579.14,0,0,4588,4589,4589,4588,4588
3751,14.18,86.24,95.68,0.62,7.49,208362.5,46.24,4587,281.98,30.62,0.59,6.74,6.75,143556.1,81060.98,57.13,8.79,3.49,4587,71.59,55.04,70.72,51.27,63.65,57.94,52.88,69.25,56.07,81.78,52.84,56.36,52.88,53.43,80.16,57.39,35.63,50.47,52.9,60.76,7.06,9.93,8.98,8.6,8.68,11.89,16.51,19.01,26.21,17.74,16.36,27.01,-0.3,-0.31,-0.4,-0.4,0.27,0.29,11484.6,4569.57,0,0,4587,4587,4587,4587,4587
3752,15.58,87.78,95.71,0.61,7.54,212954.2,41.04,4591,206.69,30.54,0.59,6.76,6.77,143995.1,76158.05,57.09,8.94,0,4592,71.85,55.12,70.24,51.34,63.68,56.91,52.84,69.18,56.29,81.41,52.92,56.29,52.95,53.39,81.01,57.28,36.2,50.85,55.57,65.33,7.25,10.12,8.79,9.36,9.62,13.02,16.32,19.01,26.21,19.12,15.37,20.51,-0.3,-0.3,-0.4,-0.4,0.28,0.3,11460.08,4559.31,0,0,4591,4591,4591,4592,4591
3753,14.89,86.83,95.68,0.61,7.71,210534.1,43.29,4603,212.62,30.62,0.59,6.77,6.78,142806.3,79334.02,57.13,8.62,0,4603,71.85,55.12,70.64,51.34,63.57,58.04,53.06,69.21,56.25,81.74,52.99,56.4,53.14,53.54,80.86,57.46,35.06,50.85,57.47,66.09,6.68,10.12,8.6,9.17,9.24,12.65,16.51,19.01,29.95,19.71,13.6,19.91,-0.3,-0.3,-0.4,-0.4,0.27,0.29,11569.63,4605.53,0,0,4603,4603,4603,4604,4603
3754,14.89,86.61,95.71,0.61,7.4,217344.7,44.26,4595,300,30.42,0.59,6.79,6.8,143835.6,73395.39,56.76,8.71,0,4596,71.59,55.15,70.39,51.16,63.57,58.12,52.88,69.32,56.14,81.81,52.81,56.29,52.81,53.47,80.16,57.28,36.97,49.33,53.09,62.85,7.45,10.12,8.98,9.17,9.05,12.27,16.51,18.62,26.8,20.3,17.15,26.22,-0.3,-0.3,-0.4,-0.4,0.28,0.3,11586.47,4605.4,0,0,4595,4596,4596,4597,4597
3755,14.93,86.21,95.68,0.61,7.38,211353.1,45.17,4588,300,30.27,0.59,6.8,6.8,143535.8,80311.76,57.02,9.14,0,4587,71.59,55.08,70.5,51.23,63.68,57.72,52.92,69.14,56.18,81.85,52.84,56.36,52.99,53.39,79.94,57.39,35.25,49.9,54.24,64.19,7.64,9.73,8.6,8.4,9.05,12.46,16.9,19.39,27.39,18.52,13.4,21.89,-0.3,-0.3,-0.4,-0.4,0.27,0.29,11535.52,4591.39,0,0,4588,4588,4587,4588,4588
3756,16.12,86.54,95.77,0.61,7.66,220324.2,45.14,4614,239.87,30.32,0.59,6.79,6.8,145266.6,79353.16,57.02,9.18,0,4613,71.78,55.04,70.72,51.2,63.79,58.12,53.06,69.25,56.18,81.96,52.99,56.25,52.99,53.39,80.27,57.42,34.87,50.47,54.62,64.95,7.06,10.31,9.55,8.4,9.43,12.84,16.7,19.2,28.18,20.69,13.01,18.93,-0.3,-0.3,-0.4,-0.4,0.27,0.29,11573.9,4609.97,0,0,4614,4613,4613,4614,4614
3757,16.84,87.56,95.77,0.61,7.71,214245.1,41.9,4629,217.82,30.15,0.59,6.75,6.76,145653.9,75678.13,57.02,8.87,4.91,4629,71.7,55.01,70.31,51.27,63.83,57.02,52.88,69.21,56.18,81.3,52.88,56.32,52.84,53.32,80.79,57.35,34.87,50.66,51.19,60,7.25,10.31,8.79,8.02,9.43,12.65,16.51,19.01,28.77,20.49,15.77,22.28,-0.29,-0.3,-0.4,-0.4,0.28,0.3,11561.64,4567.99,0,0,4629,4629,4629,4629,4629
3758,17.08,86.46,95.83,0.61,7.55,223201.7,44.68,4568,300,30.18,0.59,6.78,6.79,144937.1,76618.02,57.13,8.81,0,4568,71.56,55.01,70.39,51.09,63.5,57.42,52.73,69.18,55.96,81.52,52.92,56.18,52.48,53.21,80.2,57.09,34.11,50.47,55,62.66,7.06,10.31,8.79,10.51,8.87,12.84,16.51,18.81,27.98,19.12,17.34,24.65,-0.29,-0.29,-0.4,-0.4,0.28,0.29,11512.42,4594.22,0,0,4568,4569,4569,4568,4569
3759,18.58,87.12,95.83,0.61,7.75,208019.6,45.29,4609,300,30.57,0.59,6.74,6.75,138655.8,74601.98,56.95,8.94,0,4608,71.85,55.26,70.57,51.23,63.65,58.19,52.99,69.18,56.25,81.78,52.99,56.4,52.99,53.58,80.35,57.42,34.49,47.99,56.52,63.04,7.25,10.88,9.74,9.36,9.05,12.27,16.7,19.39,29.17,23.65,14.98,20.7,-0.29,-0.29,-0.4,-0.4,0.27,0.28,11596.22,4612.5,0,0,4609,4608,4609,4609,4608
3760,18.82,87.16,95.74,0.61,7.68,213995.2,46.31,4610,198.49,30.57,0.59,6.75,6.75,143875.4,77018.23,57.06,9.14,0,4610,71.7,55.23,70.83,51.38,63.57,57.53,53.25,69.14,56.25,81.59,53.1,56.36,52.99,53.83,80.35,57.64,34.49,50.66,53.67,61.33,7.06,10.12,10.12,8.6,9.24,12.84,16.51,19.2,26.01,24.44,15.37,19.91,-0.29,-0.29,-0.4,-0.4,0.27,0.28,11617.33,4611.75,0,0,4610,4610,4610,4609,4610
3761,20.12,86.76,95.71,0.61,7.59,206093.7,48.24,4584,241.26,30.84,0.59,6.78,6.79,144341.8,81044.86,56.98,9.22,0,4584,71.67,55.33,71.12,51.23,63.76,57.86,53.17,69.1,56.36,81.59,53.06,56.58,53.14,53.8,80.24,57.57,34.3,50.47,57.09,61.14,6.87,9.54,8.79,8.6,9.05,11.33,16.7,18.81,30.55,22.07,14.59,19.91,-0.29,-0.29,-0.4,-0.39,0.26,0.28,11504.92,4574.66,0,0,4584,4584,4584,4585,4584
3762,20.5,88.07,95.63,0.62,7.45,207545.5,45.48,4611,300,31.18,0.59,6.76,6.76,145987.1,71722.95,56.87,8.73,3.49,4611,71.78,55.37,71.08,51.53,63.68,57.68,53.28,69.18,56.47,81.19,53.17,56.73,53.21,53.98,80.42,57.75,33.92,49.9,54.43,62.28,6.87,10.69,9.17,8.79,9.05,12.08,16.7,19.39,30.15,21.48,15.18,20.31,-0.28,-0.29,-0.4,-0.4,0.27,0.29,11562.69,4587.25,0,0,4611,4611,4612,4612,4612
3763,22.69,87.89,95.57,0.61,7.71,213210,46.7,4584,292.68,31.25,0.59,6.78,6.78,142661.9,75423.29,57.13,9.11,3.46,4584,71.78,55.41,70.97,51.6,63.65,58.34,53.5,68.96,56.54,81.45,53.36,56.69,52.7,53.94,80.31,57.83,34.11,51.04,55.95,62.66,7.25,10.12,9.93,9.36,8.87,12.27,16.51,19.2,24.04,22.86,14.19,22.87,-0.28,-0.28,-0.4,-0.4,0.27,0.29,11537.75,4583.3,0,0,4584,4584,4585,4584,4584
3764,23.16,88.07,95.45,0.61,7.54,202478.1,47.68,4597,239.28,31.54,0.59,6.8,6.8,134952.8,73616.73,57.2,8.86,0,4596,71.85,55.55,71.41,51.75,63.68,58.7,53.76,68.81,56.84,81.59,53.5,56.98,53.36,54.24,80.49,57.86,35.06,48.76,55.38,61.14,6.68,10.5,9.74,8.4,9.43,12.08,16.7,18.81,23.85,24.63,15.96,22.08,-0.28,-0.28,-0.4,-0.4,0.26,0.28,11570.82,4616.72,0,0,4597,4596,4596,4597,4596
3765,22.65,88.22,95.36,0.61,7.49,207124,48.27,4604,247.71,31.47,0.59,6.77,6.77,143494.8,77219.95,57.42,8.75,0,4605,72.03,55.63,71.56,51.89,63.5,57.97,53.69,68.81,56.87,81.3,53.61,57.09,53.54,54.38,80.57,58.04,36.59,51.42,49.1,61.9,6.68,11.07,9.55,8.6,9.62,12.27,16.7,19.2,29.36,24.44,16.16,21.1,-0.27,-0.28,-0.4,-0.4,0.26,0.28,11581.46,4608.34,0,0,4604,4604,4605,4604,4604
3766,23.78,87.74,95.24,0.61,7.58,212861.5,50.22,4563,265.28,31.4,0.59,6.76,6.77,141295.4,74738,57.42,8.98,0,4562,71.74,55.44,71.63,51.56,63.68,57.94,53.43,68.85,56.69,81.04,53.43,56.87,52.66,53.98,80.31,57.83,34.87,50.09,54.24,59.81,7.06,9.93,9.17,8.98,9.05,12.08,16.32,19.01,25.62,21.87,14.59,22.08,-0.27,-0.27,-0.4,-0.4,0.27,0.28,11478.01,4582.84,0,0,4563,4562,4562,4562,4563
3767,24.57,88.59,95.27,0.61,7.68,218937.9,46.39,4595,300,31.35,0.59,6.78,6.79,144638.1,73697.57,57.57,9.08,3.44,4595,72.03,55.52,71.38,51.67,63.68,57.68,53.69,68.88,56.84,81.04,53.61,56.98,52.88,54.27,80.53,57.94,34.11,48.37,51.38,60.38,6.87,10.88,9.74,8.79,9.43,12.46,16.51,19.01,30.15,25.42,16.95,22.28,-0.27,-0.27,-0.4,-0.4,0.26,0.28,11573.76,4624.98,0,0,4595,4595,4594,4596,4596
3768,24.77,88.51,95.16,0.61,7.7,195416,49.27,4581,300,31.3,0.59,6.79,6.8,143816.4,72410.38,57.61,8.77,0,4582,71.96,55.48,71.41,51.6,63.68,58.01,53.5,68.92,56.76,81.34,53.58,56.91,52.81,54.09,80.27,58.01,34.3,48.95,52.52,65.33,6.49,10.31,9.74,8.98,9.62,13.4,16.51,19.2,26.21,22.66,14.98,20.51,-0.27,-0.27,-0.4,-0.4,0.26,0.27,11518.35,4592.32,0,0,4581,4582,4582,4582,4582
3769,24.77,88.84,95.1,0.61,7.36,206349.5,50.24,4589,253.56,31.3,0.59,6.78,6.79,136740.8,75545.93,57.57,9,3.49,4588,71.92,55.44,71.59,51.53,63.68,57.86,53.69,68.92,56.73,81.26,53.43,56.95,52.52,54.16,80.2,57.75,34.11,48.37,51.76,63.04,7.06,10.12,8.79,8.98,9.24,13.21,16.51,19.39,25.42,27.59,18.53,22.87,-0.27,-0.27,-0.41,-0.4,0.26,0.27,11486.48,4589.68,0,0,4589,4589,4589,4588,4589
